"Region Code","Timestamp (Hour Ending)","Wind Generation (MWh)","Solar Generation (MWh)","Hydro Generation (MWh)","Other Generation (MWh)","Petroleum Generation (MWh)","Natural gas Generation (MWh)","Coal Generation (MWh)","Nuclear Generation (MWh)"
CAL,"6/1/2020 12 a.m. PDT",2086,6,1126,745,88,6622,566,2268
CAL,"6/1/2020 1 a.m. PDT",1764,6,1053,730,88,5834,565,2269
CAL,"6/1/2020 2 a.m. PDT",1740,6,1067,742,89,5348,564,2269
CAL,"6/1/2020 3 a.m. PDT",1400,5,1053,717,89,5278,563,2271
CAL,"6/1/2020 4 a.m. PDT",1266,5,1045,729,89,5412,562,2270
CAL,"6/1/2020 5 a.m. PDT",1191,5,1034,736,88,5801,562,2269
CAL,"6/1/2020 6 a.m. PDT",1415,413,1013,752,88,6495,565,2269
CAL,"6/1/2020 7 a.m. PDT",1403,3423,1047,742,89,6114,564,2270
CAL,"6/1/2020 8 a.m. PDT",1199,6551,1031,731,89,5685,564,2269
CAL,"6/1/2020 9 a.m. PDT",938,9219,819,724,89,5591,567,2268
CAL,"6/1/2020 10 a.m. PDT",603,10358,779,734,89,5814,566,2269
CAL,"6/1/2020 11 a.m. PDT",420,10818,789,725,89,6198,579,2268
CAL,"6/1/2020 12 p.m. PDT",553,10236,790,731,89,6499,587,2269
CAL,"6/1/2020 1 p.m. PDT",591,10332,827,751,89,7029,615,2267
CAL,"6/1/2020 2 p.m. PDT",645,9933,845,776,89,8063,787,2267
CAL,"6/1/2020 3 p.m. PDT",626,9021,890,812,89,9127,811,2267
CAL,"6/1/2020 4 p.m. PDT",761,8156,924,861,87,10790,872,2268
CAL,"6/1/2020 5 p.m. PDT",1203,6434,1120,860,88,12085,894,2269
CAL,"6/1/2020 6 p.m. PDT",1949,4075,1333,863,58,13064,913,2270
CAL,"6/1/2020 7 p.m. PDT",2260,1149,2159,850,59,13668,1010,2269
CAL,"6/1/2020 8 p.m. PDT",2751,80,2421,837,88,13039,1036,2269
CAL,"6/1/2020 9 p.m. PDT",2484,14,2463,836,88,12800,915,2271
CAL,"6/1/2020 10 p.m. PDT",2133,13,1958,845,88,10743,899,2270
CAL,"6/1/2020 11 p.m. PDT",1547,13,1685,840,88,10211,683,2271
CAL,"6/2/2020 12 a.m. PDT",1374,14,1520,840,88,9142,600,2271
CAL,"6/2/2020 1 a.m. PDT",1420,13,1299,836,88,8225,595,2271
CAL,"6/2/2020 2 a.m. PDT",1196,12,1132,829,88,7907,589,2271
CAL,"6/2/2020 3 a.m. PDT",1045,11,1006,805,89,7753,581,2271
CAL,"6/2/2020 4 a.m. PDT",701,10,995,804,88,7851,561,2271
CAL,"6/2/2020 5 a.m. PDT",601,8,996,832,88,8420,564,2271
CAL,"6/2/2020 6 a.m. PDT",551,331,1086,830,89,8657,573,2270
CAL,"6/2/2020 7 a.m. PDT",429,3261,1239,825,89,7895,614,2272
CAL,"6/2/2020 8 a.m. PDT",291,6893,1136,780,69,7920,731,2275
CAL,"6/2/2020 9 a.m. PDT",149,6059,845,767,52,8333,786,2268
CAL,"6/2/2020 10 a.m. PDT",163,6898,842,792,58,8641,789,2273
CAL,"6/2/2020 11 a.m. PDT",172,8069,838,826,54,9968,789,2273
CAL,"6/2/2020 12 p.m. PDT",154,8463,848,800,56,10690,787,2269
CAL,"6/2/2020 1 p.m. PDT",246,8965,840,780,66,11691,788,2265
CAL,"6/2/2020 2 p.m. PDT",279,9168,902,831,74,13100,787,2265
CAL,"6/2/2020 3 p.m. PDT",335,8551,1046,883,57,14440,787,2266
CAL,"6/2/2020 4 p.m. PDT",496,7115,1409,891,57,15013,818,2268
CAL,"6/2/2020 5 p.m. PDT",711,5912,1827,884,56,16295,981,2267
CAL,"6/2/2020 6 p.m. PDT",808,3458,2022,884,56,18242,1089,2270
CAL,"6/2/2020 7 p.m. PDT",742,1348,2208,881,56,19322,1091,2270
CAL,"6/2/2020 8 p.m. PDT",1028,87,2001,857,56,19395,1095,2262
CAL,"6/2/2020 9 p.m. PDT",1083,35,1717,853,56,18556,980,2265
CAL,"6/2/2020 10 p.m. PDT",1127,19,1477,865,56,16507,918,2264
