"Region Code","Timestamp (Hour Ending)","Wind Generation (MWh)","Solar Generation (MWh)","Hydro Generation (MWh)","Other Generation (MWh)","Petroleum Generation (MWh)","Natural gas Generation (MWh)","Coal Generation (MWh)","Nuclear Generation (MWh)"
CAL,"4/1/2020 12 a.m. PDT",3485,17,632,738,90,6829,-8,2266
CAL,"4/1/2020 1 a.m. PDT",3498,7,490,743,91,6569,52,2269
CAL,"4/1/2020 2 a.m. PDT",3363,7,450,727,90,6283,99,2272
CAL,"4/1/2020 3 a.m. PDT",3381,5,413,707,90,5866,285,2273
CAL,"4/1/2020 4 a.m. PDT",3364,3,410,692,90,5663,341,2269
CAL,"4/1/2020 5 a.m. PDT",3125,4,426,681,91,5847,342,2268
CAL,"4/1/2020 6 a.m. PDT",3099,4,606,714,91,6155,339,2270
CAL,"4/1/2020 7 a.m. PDT",2793,537,1180,757,91,7155,341,2270
CAL,"4/1/2020 8 a.m. PDT",2840,5369,995,756,90,5765,340,2267
CAL,"4/1/2020 9 a.m. PDT",2822,9249,701,722,91,4518,340,2269
CAL,"4/1/2020 10 a.m. PDT",2595,9745,610,671,90,4328,340,2268
CAL,"4/1/2020 11 a.m. PDT",2881,8828,520,668,91,3982,341,2270
CAL,"4/1/2020 12 p.m. PDT",3266,8435,507,663,91,4209,344,2267
CAL,"4/1/2020 1 p.m. PDT",3375,8429,495,667,91,3679,336,2266
CAL,"4/1/2020 2 p.m. PDT",3084,6618,507,663,91,4151,341,2267
CAL,"4/1/2020 3 p.m. PDT",3161,7907,425,662,91,4070,341,2268
CAL,"4/1/2020 4 p.m. PDT",3436,7805,425,657,90,3944,341,2269
CAL,"4/1/2020 5 p.m. PDT",3407,7219,457,655,90,4449,340,2269
CAL,"4/1/2020 6 p.m. PDT",3273,4350,496,667,90,6818,341,2271
CAL,"4/1/2020 7 p.m. PDT",2904,403,876,724,46,7760,341,2272
CAL,"4/1/2020 8 p.m. PDT",2892,205,1407,762,91,8830,339,2270
CAL,"4/1/2020 9 p.m. PDT",2570,5,1446,747,90,8214,339,2272
CAL,"4/1/2020 10 p.m. PDT",2227,5,1197,757,91,7869,340,2272
CAL,"4/1/2020 11 p.m. PDT",2289,5,552,760,90,7409,343,2276
CAL,"4/2/2020 12 a.m. PDT",2317,5,384,760,91,7078,343,2274
CAL,"4/2/2020 1 a.m. PDT",2550,5,481,750,90,7341,344,2270
CAL,"4/2/2020 2 a.m. PDT",3184,5,457,744,90,6514,343,2271
CAL,"4/2/2020 3 a.m. PDT",3455,5,467,715,91,6289,345,2273
CAL,"4/2/2020 4 a.m. PDT",3569,4,486,681,46,6072,343,2271
CAL,"4/2/2020 5 a.m. PDT",3426,4,511,706,46,6170,343,2273
CAL,"4/2/2020 6 a.m. PDT",3396,4,670,736,46,6451,343,2273
CAL,"4/2/2020 7 a.m. PDT",3713,899,920,731,46,6567,344,2273
CAL,"4/2/2020 8 a.m. PDT",3908,6347,854,715,45,5418,343,2272
CAL,"4/2/2020 9 a.m. PDT",4198,8538,564,695,46,4815,342,2273
CAL,"4/2/2020 10 a.m. PDT",3754,8698,535,657,46,3909,341,2273
CAL,"4/2/2020 11 a.m. PDT",2915,9485,538,660,46,3888,340,2272
CAL,"4/2/2020 12 p.m. PDT",2513,9737,538,663,46,3987,342,2273
CAL,"4/2/2020 1 p.m. PDT",2714,10031,514,663,46,3628,341,2269
CAL,"4/2/2020 2 p.m. PDT",2567,9596,503,659,47,3624,342,2266
CAL,"4/2/2020 3 p.m. PDT",2837,9509,507,664,47,3730,341,2265
CAL,"4/2/2020 4 p.m. PDT",3343,8256,503,670,46,3693,341,2267
CAL,"4/2/2020 5 p.m. PDT",3772,7381,443,674,46,4346,344,2268
CAL,"4/2/2020 6 p.m. PDT",3875,4903,511,679,63,5990,343,2269
CAL,"4/2/2020 7 p.m. PDT",3842,420,885,711,46,7695,340,2272
CAL,"4/2/2020 8 p.m. PDT",3902,206,1191,765,46,8812,339,2272
CAL,"4/2/2020 9 p.m. PDT",3841,5,1046,768,53,8335,341,2273
CAL,"4/2/2020 10 p.m. PDT",3963,5,999,771,46,7476,342,2272
CAL,"4/2/2020 11 p.m. PDT",3401,5,699,758,46,6379,355,2272
CAL,"4/3/2020 12 a.m. PDT",3256,5,568,754,46,6152,359,2273
CAL,"4/3/2020 1 a.m. PDT",3322,5,537,759,46,5644,343,2272
CAL,"4/3/2020 2 a.m. PDT",3378,5,487,749,46,5180,344,2272
CAL,"4/3/2020 3 a.m. PDT",3434,4,465,751,45,5276,343,2274
CAL,"4/3/2020 4 a.m. PDT",3819,3,519,749,46,5044,342,2270
CAL,"4/3/2020 5 a.m. PDT",3380,3,517,745,46,5229,340,2272
CAL,"4/3/2020 6 a.m. PDT",3017,4,641,748,46,6107,339,2271
CAL,"4/3/2020 7 a.m. PDT",2832,985,1099,746,46,6518,339,2271
CAL,"4/3/2020 8 a.m. PDT",2465,6343,866,738,46,5353,341,2273
CAL,"4/3/2020 9 a.m. PDT",2283,9611,602,698,46,4654,342,2274
CAL,"4/3/2020 10 a.m. PDT",1868,10362,493,668,46,4397,342,2273
CAL,"4/3/2020 11 a.m. PDT",1819,10270,449,659,46,3989,343,2272
