"Region Code","Timestamp (Hour Ending)","Wind Generation (MWh)","Solar Generation (MWh)","Hydro Generation (MWh)","Other Generation (MWh)","Petroleum Generation (MWh)","Natural gas Generation (MWh)","Coal Generation (MWh)","Nuclear Generation (MWh)"
CAL,"2/4/2020 4 p.m. PST",1106,5399,241,434,46,8290,662,2274
CAL,"2/4/2020 5 p.m. PST",924,610,463,431,47,12102,660,2276
CAL,"2/4/2020 6 p.m. PST",643,23,937,462,46,14456,860,2276
CAL,"2/4/2020 7 p.m. PST",586,18,1013,492,46,14646,994,2275
CAL,"2/4/2020 8 p.m. PST",639,3,627,498,46,14338,1052,2278
CAL,"2/4/2020 9 p.m. PST",487,3,401,483,46,13870,1179,2277
CAL,"2/4/2020 10 p.m. PST",517,3,261,448,51,12908,1140,2274
CAL,"2/4/2020 11 p.m. PST",571,3,201,449,54,12092,844,2278
CAL,"2/5/2020 12 a.m. PST",436,3,229,447,54,11621,658,2276
CAL,"2/5/2020 1 a.m. PST",346,4,181,451,54,11274,656,2276
CAL,"2/5/2020 2 a.m. PST",214,4,189,451,82,11016,658,2279
CAL,"2/5/2020 3 a.m. PST",196,4,171,452,88,10879,658,2277
CAL,"2/5/2020 4 a.m. PST",199,4,174,448,91,11070,661,2275
CAL,"2/5/2020 5 a.m. PST",238,4,193,451,90,11655,663,2277
CAL,"2/5/2020 6 a.m. PST",293,4,396,450,90,13553,823,2279
CAL,"2/5/2020 7 a.m. PST",337,249,680,452,90,14748,1174,2277
CAL,"2/5/2020 8 a.m. PST",172,3561,646,452,89,12480,938,2278
CAL,"2/5/2020 9 a.m. PST",41,7203,373,443,47,10031,678,2277
CAL,"2/5/2020 10 a.m. PST",20,8299,213,440,90,8846,662,2277
CAL,"2/5/2020 11 a.m. PST",69,9269,229,438,90,7207,664,2276
CAL,"2/5/2020 12 p.m. PST",53,8580,208,439,90,6969,665,2275
CAL,"2/5/2020 1 p.m. PST",10,9025,178,443,90,6457,664,2276
CAL,"2/5/2020 2 p.m. PST",16,9004,174,439,90,6660,663,2276
CAL,"2/5/2020 3 p.m. PST",89,8403,179,450,90,6841,663,2277
CAL,"2/5/2020 4 p.m. PST",193,5067,186,446,90,9166,663,2274
CAL,"2/5/2020 5 p.m. PST",638,732,231,449,90,11843,783,2276
CAL,"2/5/2020 6 p.m. PST",558,522,632,473,91,13390,1160,2277
CAL,"2/5/2020 7 p.m. PST",788,7,801,492,90,13778,1169,2276
CAL,"2/5/2020 8 p.m. PST",877,7,921,495,46,13672,949,2276
CAL,"2/5/2020 9 p.m. PST",980,7,497,496,46,13361,912,2278
CAL,"2/5/2020 10 p.m. PST",597,7,310,466,90,12766,888,2279
CAL,"2/5/2020 11 p.m. PST",581,7,233,451,88,11276,816,2280
CAL,"2/6/2020 12 a.m. PST",581,7,204,450,90,9775,682,2276
CAL,"2/6/2020 1 a.m. PST",409,4,166,449,90,9267,660,2278
CAL,"2/6/2020 2 a.m. PST",582,4,144,453,90,8364,660,2280
CAL,"2/6/2020 3 a.m. PST",684,4,133,454,90,8310,656,2275
CAL,"2/6/2020 4 a.m. PST",659,4,143,450,90,8931,659,2275
CAL,"2/6/2020 5 a.m. PST",684,4,168,452,90,9911,660,2277
CAL,"2/6/2020 6 a.m. PST",668,4,188,453,90,12332,672,2278
CAL,"2/6/2020 7 a.m. PST",475,499,343,453,90,13488,823,2276
CAL,"2/6/2020 8 a.m. PST",359,5277,302,450,89,10399,668,2275
CAL,"2/6/2020 9 a.m. PST",246,8950,306,446,89,7866,663,2275
CAL,"2/6/2020 10 a.m. PST",191,9265,242,451,88,6897,662,2276
CAL,"2/6/2020 11 a.m. PST",152,9815,226,441,89,5722,664,2275
CAL,"2/6/2020 12 p.m. PST",146,9571,230,440,89,6014,664,2275
CAL,"2/6/2020 1 p.m. PST",170,9676,224,434,51,5798,664,2274
CAL,"2/6/2020 2 p.m. PST",177,9376,223,440,46,6006,666,2276
CAL,"2/6/2020 3 p.m. PST",271,8762,225,435,47,6497,667,2275
CAL,"2/6/2020 4 p.m. PST",785,6023,207,435,47,8157,661,2272
CAL,"2/6/2020 5 p.m. PST",1212,828,264,440,46,10680,656,2275
CAL,"2/6/2020 6 p.m. PST",1448,546,651,464,47,11980,657,2275
CAL,"2/6/2020 7 p.m. PST",1281,2,872,484,46,12729,658,2277
CAL,"2/6/2020 8 p.m. PST",1279,2,633,487,47,12645,655,2278
CAL,"2/6/2020 9 p.m. PST",1005,2,473,472,46,12638,658,2277
CAL,"2/6/2020 10 p.m. PST",470,2,407,446,46,11942,658,2275
CAL,"2/6/2020 11 p.m. PST",247,2,328,443,46,10636,659,2277
CAL,"2/7/2020 12 a.m. PST",327,2,174,444,45,9506,659,2278
CAL,"2/7/2020 1 a.m. PST",371,0,145,444,46,8534,656,2275
CAL,"2/7/2020 2 a.m. PST",247,0,130,447,46,8104,658,2273
CAL,"2/7/2020 3 a.m. PST",119,0,139,447,46,8135,658,2274
CAL,"2/7/2020 4 a.m. PST",117,0,145,451,46,8697,657,2275
CAL,"2/7/2020 5 a.m. PST",109,0,157,447,46,9820,657,2275
CAL,"2/7/2020 6 a.m. PST",46,0,201,456,46,11952,658,2275
CAL,"2/7/2020 7 a.m. PST",75,597,345,445,46,12873,821,2275
CAL,"2/7/2020 8 a.m. PST",35,5567,343,437,45,10889,734,2278
CAL,"2/7/2020 9 a.m. PST",18,8823,257,429,46,8414,661,2277
CAL,"2/7/2020 10 a.m. PST",88,9450,236,427,46,6583,658,2277
CAL,"2/7/2020 11 a.m. PST",74,9662,246,428,46,6114,660,2276
CAL,"2/7/2020 12 p.m. PST",-3,9456,236,430,46,5735,661,2276
CAL,"2/7/2020 1 p.m. PST",3,9576,227,430,46,5171,660,2274
CAL,"2/7/2020 2 p.m. PST",3,9751,234,435,47,5209,655,2275
CAL,"2/7/2020 3 p.m. PST",2,9148,245,431,46,5787,658,2274
CAL,"2/7/2020 4 p.m. PST",70,6156,257,438,46,8370,659,2273
CAL,"2/7/2020 5 p.m. PST",249,833,399,438,46,10893,661,2272
CAL,"2/7/2020 6 p.m. PST",497,56,521,449,47,13131,660,2274
CAL,"2/7/2020 7 p.m. PST",666,53,762,480,46,12959,657,2273
CAL,"2/7/2020 8 p.m. PST",1001,53,779,484,46,12632,655,2275
CAL,"2/7/2020 9 p.m. PST",979,2,567,487,46,12165,656,2276
CAL,"2/7/2020 10 p.m. PST",898,2,513,443,46,11403,661,2270
CAL,"2/7/2020 11 p.m. PST",940,2,321,448,46,9976,662,2270
CAL,"2/8/2020 12 a.m. PST",666,2,189,445,46,9251,662,2270
CAL,"2/8/2020 1 a.m. PST",508,1,182,445,46,8519,662,2269
CAL,"2/8/2020 2 a.m. PST",671,0,164,453,46,7733,661,2272
CAL,"2/8/2020 3 a.m. PST",1210,0,198,451,46,6975,662,2272
CAL,"2/8/2020 4 a.m. PST",1573,0,165,451,46,6750,664,2270
CAL,"2/8/2020 5 a.m. PST",1749,0,165,446,47,7034,665,2274
CAL,"2/8/2020 6 a.m. PST",1623,0,183,449,46,7675,664,2273
CAL,"2/8/2020 7 a.m. PST",1560,621,382,447,46,7861,661,2274
CAL,"2/8/2020 8 a.m. PST",1766,5724,290,449,41,5449,660,2274
CAL,"2/8/2020 9 a.m. PST",2269,8859,1166,450,46,4522,663,2273
CAL,"2/8/2020 10 a.m. PST",2573,8725,208,438,46,3762,664,2274
CAL,"2/8/2020 11 a.m. PST",2211,8329,215,434,45,3746,663,2272
CAL,"2/8/2020 12 p.m. PST",2501,8129,204,434,46,3680,663,2273
CAL,"2/8/2020 1 p.m. PST",2706,7777,195,427,47,3825,662,2269
CAL,"2/8/2020 2 p.m. PST",2645,8001,193,429,46,3821,657,2269
CAL,"2/8/2020 3 p.m. PST",2612,8482,191,430,47,4261,655,2273
CAL,"2/8/2020 4 p.m. PST",2654,6099,206,430,45,5103,668,2270
CAL,"2/8/2020 5 p.m. PST",2478,744,303,437,46,7075,660,2265
CAL,"2/8/2020 6 p.m. PST",2632,409,753,462,46,8646,660,2266
CAL,"2/8/2020 7 p.m. PST",2481,54,1000,475,45,8899,660,2266
CAL,"2/8/2020 8 p.m. PST",2323,3,865,432,46,8789,660,2271
CAL,"2/8/2020 9 p.m. PST",2266,3,662,432,46,8703,661,2271
CAL,"2/8/2020 10 p.m. PST",3273,3,685,436,46,7772,660,2272
CAL,"2/8/2020 11 p.m. PST",3880,3,446,438,45,7208,659,2274
CAL,"2/9/2020 12 a.m. PST",4207,3,391,436,46,6156,660,2271
CAL,"2/9/2020 1 a.m. PST",4084,0,387,441,46,6229,659,2270
CAL,"2/9/2020 2 a.m. PST",3991,0,324,435,46,5924,658,2268
CAL,"2/9/2020 3 a.m. PST",4332,0,314,437,46,5399,659,2269
CAL,"2/9/2020 4 a.m. PST",4418,0,160,441,46,5461,660,2270
CAL,"2/9/2020 5 a.m. PST",3470,0,141,444,55,5562,661,2267
CAL,"2/9/2020 6 a.m. PST",2682,0,162,440,45,5972,660,2271
CAL,"2/9/2020 7 a.m. PST",2426,537,285,445,52,6237,661,2269
CAL,"2/9/2020 8 a.m. PST",2343,3593,326,446,50,5895,661,2271
CAL,"2/9/2020 9 a.m. PST",2436,6484,303,442,52,4537,667,2270
CAL,"2/9/2020 10 a.m. PST",3323,8052,210,444,52,4085,668,2267
CAL,"2/9/2020 11 a.m. PST",3480,8200,181,433,51,3966,666,2270
CAL,"2/9/2020 12 p.m. PST",3529,8142,171,431,64,3788,666,2272
CAL,"2/9/2020 1 p.m. PST",3491,7481,167,433,89,3900,665,2273
CAL,"2/9/2020 2 p.m. PST",3745,7345,169,433,88,4096,666,2272
CAL,"2/9/2020 3 p.m. PST",3879,6911,176,431,77,4520,667,2267
CAL,"2/9/2020 4 p.m. PST",3808,4020,190,441,90,6067,665,2269
CAL,"2/9/2020 5 p.m. PST",3627,486,344,435,90,7914,664,2268
CAL,"2/9/2020 6 p.m. PST",3216,313,643,467,90,9864,727,2272
CAL,"2/9/2020 7 p.m. PST",2884,5,862,481,89,9866,848,2271
CAL,"2/9/2020 8 p.m. PST",2894,5,835,477,44,10093,809,2271
CAL,"2/9/2020 9 p.m. PST",2492,6,721,480,46,10046,806,2271
CAL,"2/9/2020 10 p.m. PST",2336,5,570,437,46,9548,807,2272
CAL,"2/9/2020 11 p.m. PST",2365,5,228,440,91,8909,794,2270
CAL,"2/10/2020 12 a.m. PST",2294,6,127,440,91,8118,690,2268
CAL,"2/10/2020 1 a.m. PST",2385,4,123,441,91,7879,658,2273
CAL,"2/10/2020 2 a.m. PST",2581,4,145,432,90,8168,657,2271
CAL,"2/10/2020 3 a.m. PST",2695,4,142,432,46,8164,659,2272
CAL,"2/10/2020 4 a.m. PST",2792,4,144,437,91,8286,659,2268
CAL,"2/10/2020 5 a.m. PST",2803,3,163,442,90,8636,662,2273
CAL,"2/10/2020 6 a.m. PST",2803,3,383,437,91,9541,664,2270
CAL,"2/10/2020 7 a.m. PST",2834,216,819,439,46,10713,750,2269
CAL,"2/10/2020 8 a.m. PST",2947,2685,635,437,91,10533,751,2273
CAL,"2/10/2020 9 a.m. PST",3013,5846,491,440,91,9124,667,2275
CAL,"2/10/2020 10 a.m. PST",3290,6976,318,431,90,7410,658,2268
CAL,"2/10/2020 11 a.m. PST",3269,8306,220,437,90,6890,658,2271
CAL,"2/10/2020 12 p.m. PST",3143,8463,200,433,91,6745,680,2272
CAL,"2/10/2020 1 p.m. PST",3154,8176,203,443,91,6698,696,2272
CAL,"2/10/2020 2 p.m. PST",3133,8196,207,433,50,6738,674,2273
CAL,"2/10/2020 3 p.m. PST",2727,7440,209,440,90,7298,677,2267
CAL,"2/10/2020 4 p.m. PST",2235,5355,228,439,91,8778,669,2270
CAL,"2/10/2020 5 p.m. PST",1820,839,269,442,91,11423,693,2269
CAL,"2/10/2020 6 p.m. PST",1698,533,610,472,91,12537,952,2270
CAL,"2/10/2020 7 p.m. PST",1708,4,1108,488,47,13467,958,2268
CAL,"2/10/2020 8 p.m. PST",1733,4,851,488,91,13041,873,2267
CAL,"2/10/2020 9 p.m. PST",1651,4,781,485,90,12904,777,2270
CAL,"2/10/2020 10 p.m. PST",1641,4,527,440,90,11925,677,2271
CAL,"2/10/2020 11 p.m. PST",1343,4,369,435,90,10695,660,2267
CAL,"2/11/2020 12 a.m. PST",1273,4,314,443,91,10254,659,2274
CAL,"2/11/2020 1 a.m. PST",1226,3,110,434,90,9409,660,2274
CAL,"2/11/2020 2 a.m. PST",1348,3,108,441,91,8867,659,2273
CAL,"2/11/2020 3 a.m. PST",1383,3,119,444,90,8758,659,2276
CAL,"2/11/2020 4 a.m. PST",1276,3,123,439,91,9176,658,2274
CAL,"2/11/2020 5 a.m. PST",1174,3,112,445,90,9790,660,2274
CAL,"2/11/2020 6 a.m. PST",1359,3,190,441,89,10507,686,2273
CAL,"2/11/2020 7 a.m. PST",1408,623,910,445,89,11272,831,2272
CAL,"2/11/2020 8 a.m. PST",1637,5568,881,444,90,8860,687,2274
CAL,"2/11/2020 9 a.m. PST",1474,9115,219,439,50,7559,662,2273
CAL,"2/11/2020 10 a.m. PST",1426,9637,163,437,90,6143,662,2274
CAL,"2/11/2020 11 a.m. PST",1556,9615,175,441,90,5659,663,2275
CAL,"2/11/2020 12 p.m. PST",1378,9832,189,435,90,5627,663,2275
CAL,"2/11/2020 1 p.m. PST",1057,10169,177,436,91,5534,664,2273
CAL,"2/11/2020 2 p.m. PST",788,10281,184,436,91,5496,663,2275
CAL,"2/11/2020 3 p.m. PST",496,9588,193,439,91,6784,659,2272
CAL,"2/11/2020 4 p.m. PST",276,6754,228,449,90,8202,661,2272
CAL,"2/11/2020 5 p.m. PST",192,996,344,464,91,11967,693,2273
CAL,"2/11/2020 6 p.m. PST",121,654,611,465,92,14191,903,2275
CAL,"2/11/2020 7 p.m. PST",42,3,770,465,47,14394,964,2272
CAL,"2/11/2020 8 p.m. PST",57,4,941,466,91,14569,947,2274
CAL,"2/11/2020 9 p.m. PST",88,4,515,465,90,14315,769,2273
CAL,"2/11/2020 10 p.m. PST",149,4,487,457,91,13543,665,2273
CAL,"2/11/2020 11 p.m. PST",152,4,280,456,91,12208,747,2276
CAL,"2/12/2020 12 a.m. PST",168,4,136,453,90,11012,669,2275
CAL,"2/12/2020 1 a.m. PST",224,3,92,456,91,10083,658,2275
CAL,"2/12/2020 2 a.m. PST",234,3,90,454,90,9365,658,2276
CAL,"2/12/2020 3 a.m. PST",235,3,89,454,90,9655,658,2275
CAL,"2/12/2020 4 a.m. PST",309,3,91,456,90,9629,659,2273
CAL,"2/12/2020 5 a.m. PST",431,3,99,455,90,10195,657,2275
CAL,"2/12/2020 6 a.m. PST",418,3,216,459,90,12113,656,2274
CAL,"2/12/2020 7 a.m. PST",606,733,943,457,91,13347,784,2272
CAL,"2/12/2020 8 a.m. PST",695,6053,768,457,90,10175,677,2273
CAL,"2/12/2020 9 a.m. PST",430,9087,338,457,90,8014,662,2273
CAL,"2/12/2020 10 a.m. PST",379,10229,283,461,90,7079,662,2274
CAL,"2/12/2020 11 a.m. PST",539,10222,225,447,90,6489,661,2273
CAL,"2/12/2020 12 p.m. PST",474,10130,184,452,90,6692,660,2272
CAL,"2/12/2020 1 p.m. PST",588,10080,175,447,91,6234,658,2270
CAL,"2/12/2020 2 p.m. PST",561,9954,188,448,91,6506,659,2269
CAL,"2/12/2020 3 p.m. PST",549,9401,214,446,50,7451,658,2269
CAL,"2/12/2020 4 p.m. PST",426,6680,245,457,91,9093,658,2266
CAL,"2/12/2020 5 p.m. PST",482,986,257,453,90,13119,666,2268
CAL,"2/12/2020 6 p.m. PST",443,634,531,478,91,15419,825,2269
CAL,"2/12/2020 7 p.m. PST",322,5,905,489,91,15571,937,2269
CAL,"2/12/2020 8 p.m. PST",368,5,841,490,91,15664,930,2269
CAL,"2/12/2020 9 p.m. PST",387,4,1484,495,90,15062,861,2270
CAL,"2/12/2020 10 p.m. PST",384,4,479,452,46,14229,665,2269
CAL,"2/12/2020 11 p.m. PST",253,5,466,452,90,12684,659,2271
CAL,"2/13/2020 12 a.m. PST",144,4,384,455,90,11560,663,2271
CAL,"2/13/2020 1 a.m. PST",100,4,123,445,91,10891,737,2271
CAL,"2/13/2020 2 a.m. PST",55,4,105,424,90,10722,716,2271
CAL,"2/13/2020 3 a.m. PST",87,4,127,420,91,10624,682,2270
CAL,"2/13/2020 4 a.m. PST",133,4,129,421,91,10835,700,2268
CAL,"2/13/2020 5 a.m. PST",224,4,150,450,90,12008,699,2271
CAL,"2/13/2020 6 a.m. PST",319,4,390,458,90,14176,688,2269
CAL,"2/13/2020 7 a.m. PST",347,877,773,458,91,14896,914,2269
CAL,"2/13/2020 8 a.m. PST",347,5914,621,464,49,11318,740,2271
CAL,"2/13/2020 9 a.m. PST",335,8754,388,460,49,8989,658,2270
CAL,"2/13/2020 10 a.m. PST",278,9958,274,453,51,7254,660,2271
CAL,"2/13/2020 11 a.m. PST",341,9872,194,454,50,6535,660,2263
CAL,"2/13/2020 12 p.m. PST",258,9873,175,448,50,6393,659,2263
CAL,"2/13/2020 1 p.m. PST",397,9984,174,447,91,6240,659,2029
CAL,"2/13/2020 2 p.m. PST",520,9806,181,450,91,6544,661,1689
CAL,"2/13/2020 3 p.m. PST",385,8944,187,444,91,7634,661,1322
CAL,"2/13/2020 4 p.m. PST",277,6279,208,449,91,8926,661,1138
CAL,"2/13/2020 5 p.m. PST",317,1107,308,471,91,12338,662,1137
CAL,"2/13/2020 6 p.m. PST",575,745,558,489,91,14918,704,1138
CAL,"2/13/2020 7 p.m. PST",851,5,872,483,83,14887,873,1136
CAL,"2/13/2020 8 p.m. PST",851,5,773,485,83,14892,671,1136
CAL,"2/13/2020 9 p.m. PST",846,5,540,472,81,15246,661,1111
CAL,"2/13/2020 10 p.m. PST",888,4,373,448,82,13664,658,1103
CAL,"2/13/2020 11 p.m. PST",835,5,194,454,81,12226,658,1104
CAL,"2/14/2020 12 a.m. PST",742,5,162,453,81,11047,662,1103
CAL,"2/14/2020 1 a.m. PST",819,5,158,448,81,10736,661,1102
CAL,"2/14/2020 2 a.m. PST",875,5,148,450,46,9654,661,1103
CAL,"2/14/2020 3 a.m. PST",850,5,147,451,81,9643,660,1104
CAL,"2/14/2020 4 a.m. PST",630,5,139,456,81,10631,659,1103
CAL,"2/14/2020 5 a.m. PST",468,5,144,455,81,11434,662,1102
CAL,"2/14/2020 6 a.m. PST",408,4,215,459,90,13090,665,1103
CAL,"2/14/2020 7 a.m. PST",319,812,603,457,90,13566,835,1100
CAL,"2/14/2020 8 a.m. PST",256,5953,458,462,90,10054,667,1102
CAL,"2/14/2020 9 a.m. PST",220,8694,336,459,91,7579,658,1101
CAL,"2/14/2020 10 a.m. PST",106,9699,250,458,90,6939,659,1101
CAL,"2/14/2020 11 a.m. PST",381,9854,295,451,90,5703,660,1102
CAL,"2/14/2020 12 p.m. PST",339,9274,250,454,90,5681,661,1102
CAL,"2/14/2020 1 p.m. PST",451,10073,281,449,90,5156,661,1102
CAL,"2/14/2020 2 p.m. PST",722,9681,279,447,49,5304,660,1102
CAL,"2/14/2020 3 p.m. PST",1008,8554,303,450,49,6353,660,1101
CAL,"2/14/2020 4 p.m. PST",558,6272,283,457,91,7525,662,1101
CAL,"2/14/2020 5 p.m. PST",1053,1036,250,484,91,11448,661,1101
CAL,"2/14/2020 6 p.m. PST",1634,665,302,492,91,13230,670,1102
CAL,"2/14/2020 7 p.m. PST",1511,4,671,485,90,13524,795,1102
CAL,"2/14/2020 8 p.m. PST",1314,4,462,490,91,13422,695,1101
CAL,"2/14/2020 9 p.m. PST",1586,4,390,478,90,12783,658,1103
CAL,"2/14/2020 10 p.m. PST",1518,4,246,454,91,12293,655,1101
CAL,"2/14/2020 11 p.m. PST",1564,4,228,455,90,11632,658,1104
CAL,"2/15/2020 12 a.m. PST",1658,5,189,452,91,10476,657,1103
CAL,"2/15/2020 1 a.m. PST",1856,4,126,452,91,9538,658,1101
CAL,"2/15/2020 2 a.m. PST",1808,4,124,456,90,9056,658,1094
CAL,"2/15/2020 3 a.m. PST",1554,4,134,455,90,9094,658,1103
CAL,"2/15/2020 4 a.m. PST",986,4,134,457,90,9235,659,1103
CAL,"2/15/2020 5 a.m. PST",803,4,149,458,91,9751,660,1103
CAL,"2/15/2020 6 a.m. PST",672,4,181,453,90,10161,705,1103
CAL,"2/15/2020 7 a.m. PST",827,922,681,407,89,9834,837,1102
