"Region Code","Timestamp (Hour Ending)","Wind Generation (MWh)","Solar Generation (MWh)","Hydro Generation (MWh)","Other Generation (MWh)","Petroleum Generation (MWh)","Natural gas Generation (MWh)","Coal Generation (MWh)","Nuclear Generation (MWh)"
NE,"6/1/2020 12 a.m. EDT",538,0,709,640,0,3796,0,1225
NE,"6/1/2020 1 a.m. EDT",500,0,567,645,0,3232,0,1222
NE,"6/1/2020 2 a.m. EDT",464,0,562,639,0,2969,0,1308
NE,"6/1/2020 3 a.m. EDT",442,0,547,639,1,2717,0,1435
NE,"6/1/2020 4 a.m. EDT",515,0,545,645,0,2534,0,1514
NE,"6/1/2020 5 a.m. EDT",541,0,550,656,0,2814,0,1630
NE,"6/1/2020 6 a.m. EDT",545,2,565,649,0,2963,0,1704
NE,"6/1/2020 7 a.m. EDT",447,15,725,651,0,3530,0,1779
NE,"6/1/2020 8 a.m. EDT",329,60,1001,649,0,3926,0,1783
NE,"6/1/2020 9 a.m. EDT",360,129,793,633,0,3953,0,1760
NE,"6/1/2020 10 a.m. EDT",364,178,676,630,0,3898,0,1787
NE,"6/1/2020 11 a.m. EDT",430,194,697,638,0,3886,0,1873
NE,"6/1/2020 12 p.m. EDT",462,169,761,634,0,4166,0,1954
NE,"6/1/2020 1 p.m. EDT",485,161,998,619,0,4378,0,2028
NE,"6/1/2020 2 p.m. EDT",476,156,907,612,0,4211,0,2097
NE,"6/1/2020 3 p.m. EDT",463,137,774,618,9,4159,0,2192
NE,"6/1/2020 4 p.m. EDT",513,135,854,620,44,4227,0,2280
NE,"6/1/2020 5 p.m. EDT",544,123,872,618,5,4606,0,2350
NE,"6/1/2020 6 p.m. EDT",500,74,983,617,0,5057,0,2370
NE,"6/1/2020 7 p.m. EDT",395,30,1233,617,0,5262,0,2410
NE,"6/1/2020 8 p.m. EDT",311,11,1190,606,0,5226,0,2419
NE,"6/1/2020 9 p.m. EDT",304,1,1180,605,0,4943,0,2439
NE,"6/1/2020 10 p.m. EDT",271,0,973,598,0,4678,0,2431
NE,"6/1/2020 11 p.m. EDT",229,0,677,595,0,4034,0,2427
NE,"6/2/2020 12 a.m. EDT",233,0,588,609,0,3565,0,2453
NE,"6/2/2020 1 a.m. EDT",215,0,549,601,0,3497,0,2480
NE,"6/2/2020 2 a.m. EDT",212,0,520,604,0,3332,0,2466
NE,"6/2/2020 3 a.m. EDT",229,0,506,625,0,3213,0,2468
NE,"6/2/2020 4 a.m. EDT",229,0,496,626,0,3197,0,2480
NE,"6/2/2020 5 a.m. EDT",240,0,493,624,0,3313,0,2476
NE,"6/2/2020 6 a.m. EDT",274,1,493,622,0,3368,0,2480
NE,"6/2/2020 7 a.m. EDT",274,15,509,624,0,3780,2,2496
NE,"6/2/2020 8 a.m. EDT",175,58,654,622,0,4298,3,2490
NE,"6/2/2020 9 a.m. EDT",211,106,671,615,0,4634,1,2486
NE,"6/2/2020 10 a.m. EDT",260,111,601,619,0,4719,3,2482
NE,"6/2/2020 11 a.m. EDT",268,101,623,626,0,4921,2,2494
NE,"6/2/2020 12 p.m. EDT",286,116,586,625,0,5255,2,2481
NE,"6/2/2020 1 p.m. EDT",314,119,577,622,0,5235,0,2476
NE,"6/2/2020 2 p.m. EDT",316,189,534,623,0,5255,0,2474
NE,"6/2/2020 3 p.m. EDT",311,166,517,621,0,5522,0,2492
NE,"6/2/2020 4 p.m. EDT",349,134,525,618,0,5603,0,2480
