"Region Code","Timestamp (Hour Ending)","Wind Generation (MWh)","Solar Generation (MWh)","Hydro Generation (MWh)","Other Generation (MWh)","Petroleum Generation (MWh)","Natural gas Generation (MWh)","Coal Generation (MWh)","Nuclear Generation (MWh)"
NE,"10/1/2020 12 a.m. EDT",573,0,329,546,0,3847,0,3302
NE,"10/1/2020 1 a.m. EDT",635,0,340,543,0,3373,0,3324
NE,"10/1/2020 2 a.m. EDT",696,0,354,548,0,3268,0,3327
NE,"10/1/2020 3 a.m. EDT",672,0,352,536,0,3010,0,3302
NE,"10/1/2020 4 a.m. EDT",623,0,353,556,0,2971,0,3334
NE,"10/1/2020 5 a.m. EDT",656,0,355,555,0,3141,0,3341
NE,"10/1/2020 6 a.m. EDT",643,0,352,567,0,3776,0,3377
NE,"10/1/2020 7 a.m. EDT",606,0,343,549,0,4437,0,3341
NE,"10/1/2020 8 a.m. EDT",564,12,384,529,0,4777,0,3327
NE,"10/1/2020 9 a.m. EDT",419,61,444,533,9,4844,0,3339
NE,"10/1/2020 10 a.m. EDT",332,116,457,529,3,4840,1,3353
NE,"10/1/2020 11 a.m. EDT",290,147,404,523,0,4588,1,3321
NE,"10/1/2020 12 p.m. EDT",321,155,394,531,0,4761,0,3302
NE,"10/1/2020 1 p.m. EDT",375,149,510,542,0,5328,0,3192
NE,"10/1/2020 2 p.m. EDT",386,141,494,537,0,5646,0,2975
NE,"10/1/2020 3 p.m. EDT",379,133,385,533,32,5645,0,2691
NE,"10/1/2020 4 p.m. EDT",344,111,356,536,150,6040,0,2573
NE,"10/1/2020 5 p.m. EDT",351,114,364,547,153,6165,0,2626
NE,"10/1/2020 6 p.m. EDT",321,91,492,557,142,6690,0,2631
NE,"10/1/2020 7 p.m. EDT",251,3,1046,540,0,7114,2,2353
NE,"10/1/2020 8 p.m. EDT",281,0,1225,549,0,7188,5,2275
NE,"10/1/2020 9 p.m. EDT",293,0,805,547,0,6678,2,2248
NE,"10/1/2020 10 p.m. EDT",257,0,668,551,0,6038,0,2202
NE,"10/1/2020 11 p.m. EDT",208,0,408,549,0,5560,0,2095
NE,"10/2/2020 12 a.m. EDT",136,0,318,570,0,5204,0,2104
NE,"10/2/2020 1 a.m. EDT",74,0,288,593,0,4919,0,2105
NE,"10/2/2020 2 a.m. EDT",34,0,271,598,0,4914,0,2111
NE,"10/2/2020 3 a.m. EDT",31,0,267,598,0,4751,0,2106
NE,"10/2/2020 4 a.m. EDT",11,0,270,590,0,4783,0,2119
NE,"10/2/2020 5 a.m. EDT",5,0,277,596,0,4994,0,2110
NE,"10/2/2020 6 a.m. EDT",5,0,280,602,0,5027,0,2122
NE,"10/2/2020 7 a.m. EDT",9,0,309,606,0,5749,0,2132
NE,"10/2/2020 8 a.m. EDT",37,4,510,602,0,6265,0,2117
NE,"10/2/2020 9 a.m. EDT",69,12,587,583,19,6484,0,2119
NE,"10/2/2020 10 a.m. EDT",70,35,844,587,0,6504,0,2110
NE,"10/2/2020 11 a.m. EDT",54,34,808,591,34,6567,0,2114
NE,"10/2/2020 12 p.m. EDT",50,25,837,589,14,6855,0,2114
NE,"10/2/2020 1 p.m. EDT",46,24,772,602,0,7023,0,2108
NE,"10/2/2020 2 p.m. EDT",87,21,659,586,5,6759,0,2101
NE,"10/2/2020 3 p.m. EDT",97,28,424,589,2,6514,0,2099
